,hashtag_name,owner_id,short_code,likes_count,comments_count,post_description
89,гдебыпоесть,3419932109,BdZ3j0anGGU,57,0,"Мы Тебя спрашивали - Ты настаивал! Мы продлили акцию HOT FAMILY серии ⛄ДЕД МОРОЗ ЧЕЛЕНДЖ до 8 января! 🔥🔥🔥
На чек от 1000 рублей дарим Крылышки в тайском соусе queen в подарок! Побалуй свои рецепторы абсолютно бесплатно! На доставку 🚗 тоже работает!
👉 Красный проспект, 17 👉 Вокзальная магистраль, 16 👉 Морской проспект, 2 👉myasoroob.ru
#мясоroob #мясоруб #новыйгод #бургер #бургеры #бургерная #всегдахочуесть #мясо #вкусно #рекомендую #модноеместо #зима #бородатыебудни #дедмороз #новосибирск #суперакция #длявсейсемьи #гдебыпоесть #острое"
90,гдебыпоесть,6519445417,Bc7tOb7Fm6a,61,0,"Обед - это оазис средь рабочего дня 😋
Это не просто приём пищи типа поставил бокс в микрыч,  закинул в себя еду за 15 минут и побежал работать дальше... 🙅Неееет... так неправильно 
Обеденный перерыв - это возможность хоть не надолго вырваться из суеты и насладиться вкусными чувствами в уютной спокойной обстановке.

Именно для этих целей мы и ввели в наше меню ланч в дневное время. А самое главное каждый раз будем баловать вас чем-нибудь новеньким #андрейнакормит 👨‍🍳 В общем ждём вас с понедельника по пятницу с 12 до 17 к нам на обед 😉

#обедубыть #бизнесланч #войнавойнойаобедпорасписанию #гдебыпоесть #проспектмира #craftbeer #мырядом #женяиильянальют"
91,гдебыпоесть,4043999711,Bc1rEw8Fr3K,141,2,"😊✍Отзывы от наших постоянных гостей❤Спасибо что выбираете именно нас🙄👌Repost @july_vlad) Вчера отобедали в новом месте @roysbar и остались под впечатлением...под очень приятным впечатлением! Небольшое, но очень интересное меню, позиции не банальные, как в большинстве заведений! Интерьер просто отличный: очень гармонично оборудованы посадочные места, они разделены на отдельные зоны с помощью перегородок и лёгких штор. Обслуживание на высоте: ненавязчиво, грамотно и внимательно. Кальян ооочень вкусный. Даже не ожидали, что в Симферополе может быть такое приятное место, очень уж отличается от остальных. Ребят, отличный уровень для лаунджа! Мы очень довольны, будем захаживать почаще! 
P.S. заказывали суп рамен, утиную грудку с ягодным соусом и парфе, куриную грудку с пюре из батата и канноли с вишней - это гастрономический оргазм! 🤤
#crimea#blog#crimealife#follow#girl#followme#likes#instagood#mood#autumn#roysbar#instagood# #simferopol #Симферополь #гдебыпоесть"
92,гдебыпоесть,3178010126,BcC6M3lherD,45,5,"ПОДДЕРЖКА КОРМЯЩИХ МАТЕРЕЙ: ЗДЕСЬ МОЖНО КОРМИТЬ

Дорогие бизнесмены, директора и управляющие!
От вас так много зависит, например — здоровье нации.
Кормящие мамы России просят вас о маленькой, но революционной для нас услуге. Пожалуйста, разместите на входе в ваш магазин или учреждение табличку или наклейку с уведомлением, что «здесь зона, дружелюбная к грудному вскармливанию» и разрешите мамам кормить малыша в укромном уголке — стула будет достаточно. Больше ничего не нужно. Большое вам материнское спасибо🙏

Развивая тему «зон, дружелюбных к гв», призываю вас, мои дорогие кормящие коллеги и просто осознанные люди, распространить это призыв-обращение с просьбой к собственникам общественных мест, таких, как бутики в торговых центрах, кафе, а также администрации, музеи, соцзащиты, поликлиники, то есть тех мест, где мамы бывают с малышами, сделать шаг навстречу цивилизованному отношению к материнству.

Женщине важна защита и поддержка, особенно во время беременности, родов и кормления малыша. 
Кормление это работа, периодами очень тяжелая.
Мамин Кит помогает и поддерживает кормящих матерей, специально для вас у нас есть наборы для кормящих мам, с травушками, эфирами, «маминым крылом» для уютного кормления и многим другим, собранное мамой @zifastashko со стажем кормления в 10 лет.
Пожалуйста, отметьте в комментариях те уютные  кафе/местечки, где мамам будет комфортно кормить грудью, а сотрудников таких дружелюбных к материнству мест мы просим разместить эту наклейку на входе, рядом с картами оплаты)) #гв #поддержкакормящих #кормящаямама #поддержкагрудноговскармливания #поддержкакормящих_мам #поднимаемкультурустраны #кафе #гдебыпоесть #гдебыпокормить #зонадружелюбнаякГВ #лактация #мама #бытьмамой #поддержкамам"
93,гдебыпоесть,1443299331,BbALOmxhULq,20,1,Как давно вы обедали с жирафом из одной тарелки ?)))))))#гделбедалворобейвзоопаркеузверей #обед #обедсжирафом #жираф #отбериедуужирафа #ибонефиг #поелсамдайдругим #зоопарк #изортаврот #пища #едим #гдебыпоесть #кушаем #зоопарккхаокхео
94,гдебыпоесть,4043999711,BaZjXG8FTaP,113,0,"😊🐟Блюдо от Шефа❤,только сегодня в среду👉 Спешите🙆осталось всего 3 порции😍😍Черноморский сарган в темпуре под соусом из кедровых орехов🌰🐟❤
#roysloungebar #roysbar #bar #cafe #simferopol #simf #крым #Симферополь ##гдебыпоесть #среда"
96,гдебыпоесть,500165896,BaSNugZghJO,21,0,"Здесь действительно вкусные бургеры, friendly обслуживание и можно посидеть на подоконнике😊 
PS. с маленьким ртом там делать нечего, высота бургера впечатляет😄
#гдебургер #нямням #держиротшире #гдебыпоесть #рекомендую"
97,гдебыпоесть,4370676627,BaLy_GlAjaK,129,6,"😍Лучшее место для отдыха Roy's Lounge Bar 🌇🍸🍝🌌
#roysloungebar #roysbar #bar #cafe #lounge #simferopol #крым #симферополь #кудасходить #гдеотдохнуть #гдебыпоесть"
98,гдебыпоесть,4043999711,BZ4Cr9HFimr,68,0,"🙆🙌Уже завтра 6 октября🤗 долгожданное открытие
☝️Начало в 21.00👆 🌇Roy's Lounge Bar🌆Ждет❤ всех в гости!!!!
🚀Для Вас мы приготовили:
🥂Авторские алкогольные угощения от барменов !
🍡🍢Вкуснейшие закуски от нашего Шефа !
🍾🍝🍰🍹Розыгрыши блюд ,десертов и алкоголя!
🎁Подарки от заведения!
💿🎶DJ с хорошей музыкой  и качественным звуком🕺💃
😁👌И просто волшебная атмосфера для отдыха🌌
👆Спешите бронировать столики по телефону +79781055508 !!!📞
#roysloungebar#roysbar #bar #cafe #simferopol #открытие #заведения #1 #атмосфера #большогогорода #крым #симферополь #гдебыпоесть #пятница #скоро #куда #пойти"
99,гдебыпоесть,520738679,BZzSlHGD9rl,56,1,"Сходили на открытие детского тц. ➡Наверно понравилось больше бы нам, если бы уже было все открыто. А так много не арендованных еще залов и пустовато еще. ➡Полакомились бесплатно яблоками с карамелью. И мы с папкой сахарной ватой. Еще был попкорн и наверно еще что-то.
➡прошли задание (не полностью) сфотографировавшись с аниматорами. Были крутые роботы трансформеры, но шумные. Испугался их Ярослав, не стал фоткаться) а за остальные получили мешок для сменки.
➡ для деток постарше были площадки с играми и мастер классами. ➡ хорошая ярмарка различных товаров
➡ не стали дожидаться выступлений и шоу, так как проголодались. А нормального места еще не открыли с едой. ➡ классная фотозона

#ярославлюбимыйсыночек
#ярославмудрый #открытиетц #нашемнение #отчет #babystore #войковская #аниматоры #персонажи #гуляем #гдебыпоесть #детскийтц"
100,гдебыпоесть,4043999711,BZy4sQ6lUiR,134,3,"🙆УЖЕ В ЭТУ ПЯТНИЦУ ОФИЦИАЛЬНОЕ ОТКРЫТИЕ 🌇Roy's Lounge Bar🌆
🙌Все самое интересное🤗🍸авторские алкогольные коктейли🍸,🍝самые вкусные блюда в городе😋👌,🤙самые дымные кальяны💨,все самое интересное...Следите за нашими новостями☝️
#roysloungebar #roysbar#bar #cafe #simferopol #открытие #года #гдебыпоесть #едаялюблютебя #коктейли #авторскиекоктейли #кальяны #кальянытут #музыка #атмосфера #большого #города #крым #симферополь"
101,гдебыпоесть,4043999711,BZwQnwtlyU_,163,0,"🙇🍁В холодный осенний вечер порадуйте себя нежным и изысканным блюдом😋👌,орзо в сливочном соусе с тигровыми креветками🍤кальмарами 🦑и красной икрой,божественно вкусно😍
Такой шедевр можно попробовать только у нас☝️
Roy's Cafe Lounge Bar все лучшее для вас🤗
#roysloungebar #roysbar #bar #cafe #simferopol #гдебыпоесть #вкусно #едаялюблютебя #шедевр #гастрономии #блюдо #дня #симфониявкуса #Крым #симферополь"
102,гдебыпоесть,4043999711,BZnxsm_APAN,99,0,"Вот и пятница😄А это значит самое время,прийти к нам в гости и отведать авторские роллы от нашего шефа👌❤Самые вкусные роллы только из свежих продуктов 😋🍣🍤в Roy's Lounge Bar Cafe!Ждем всех в гости на Карла Маркса 7🙄
#roysbar#roysloungebar #cafe #bar #пятница #время #отдыха #гдебыпоесть #вкуснаякухня #авторские #роллы #симферополь #крым"
103,гдебыпоесть,504363673,BZIgOitB7nw,85,10,"У меня существует традиция - в один из выходных (обычно это суббота) завтракать вне дома. 🍳Сразу предупрежу вопросы❓ - Нет, это я  не о пробуждении  в малознакомой квартире после бурно проведённой ночи 🍸💃🏽(признавайтесь, кто так подумал 😅) и не о том, что я плохо готовлю, и вынуждена искать, где бы поесть🍟. Я о той особой атмосфере, царящей в кафе, ради которой я и выбираюсь из тёплой уютной постели субботним утром - шуме кофемашины, молочной пенки латте,  свежих сырников с джемом, мелькающих за окном машин. Конечно, Иркутск - это не Париж с его обилием кофеен и буланжерий, но и в нашем городе можно вполне себе прилично, а главное, по-европейски, позавтракать. 
Итак, сегодня мой завтрак прошёл в кафе Union cake and coffe (шлю кучу поцелуев 💋моей любимой @just_catty , что открыла мне это место). Небольшое кафе, на пересечении улиц Грязнова и Карла Маркса имеет два маленьких зала, и не располагает к долгим посиделкам.  В меню несколько вариантов комплексных завтраков, названных в честь разных стран. Цена - 289 руб. Наш выбор остановился на русском (яйца-пашот, голландский соус, тосты, малосольная семга, салат 🥗, на десерт сырники с джемом) и американском ( яичница, картофель айдахо, бекон, салат 🥗 и на десерт блины с кленовым сиропом). К завтраку подают по выбору чай/кофе. Что могу сказать, во-первых вкусно 😋, во-вторых, обильно и разнообразно, и в-третьих, очень демократично (что в наш век сплошных кризисов -немаловажно 😉). К посещению, рекомендую ✔️ p.s.  По слухам, здесь отличный кофе, но я, заядлый кофеман, пока его не пью 😭. Так что, если вы тот счастливчик, которому его можно, делитесь впечатлениями👄 #гдебыпоесть #запискиЖрицы #zolotaya_foodобзор"
104,гдебыпоесть,1049896695,BYv1f3EDt64,39,0,"Когда подача блюд идет не так, как планировалось!😂🤣 зато детская комната порадовала! #рататуй#ужин#доманекормят#гдебыпоесть."
105,гдебыпоесть,4043999711,BYf3aYDlUc4,88,0,"😍Очередной шедевр от нашего Шефа Романа Штурма👌
🐟Черноморский салат с рыбой в хрустящем тесте фило🌯
Нежнейшая рыбка завернутая в тоненькое тесто фило,все это заправлено заправкой из рапанов и украшено икрой летучей рыбы😋Божественно вкусно❤
☝️Мы предлагаем не просто блюда,это маленькие шедевры гастрономии😏👌
#roysloungebar #roysbar #cafe #bar #шедевры #гастрономии #вкусно #гдебыпоесть #вкус #качество #свежее #всегда #черноморская #рыбка #прекрасный #салат #симферополь #крым"
106,гдебыпоесть,244131085,BXzvoronwee,28,2,"Старокирпичный переулок очень атмосферное место, основное меню в #toropomodoro дороговато, но бизнес-ланч вполне себе можно позволить 😋#пермь #гдебыпоесть"
107,гдебыпоесть,4915888012,BXOTbASDG-E,35,2,"✴️Душевное место в кафе Балтика около морской черепахи✴️
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
108,гдебыпоесть,4915888012,BXOTVQgjW8x,23,0,"👆В здоровом теле здоровый дух👆
‼️ А в кафе Балтика самая лучшая еда и напитки‼️
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
109,гдебыпоесть,4915888012,BXOR92Uj5O-,11,1,"‼️Хорошее,настоящее пиво стоит дорого ‼️
✴️ Искусственное 50рублей✴️
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
110,гдебыпоесть,1691995497,BW5NDr0gu-e,71,3,"Питер, 5.30. Вместе с рассветом испаряются элегические настроения и всё, что интересует каждого без исключения члена компании это насущный вопрос #гдебыпоесть 🐹😂
▫
▫"
111,гдебыпоесть,4101592551,BW0stRTjGfk,16,0,#оедаялюблютебя#гдебыпоесть#тцмыидем 🍕🍔🍱
112,гдебыпоесть,1552262786,BWpTkkzHLqB,50,8,"Мой рейтинг бургерных города #Нск 😀
Я очень спокойно отношусь у сладкому, притом чем более сладким будет десерт, тем меньше вероятность, что мне захочется его попробовать.
Но соленые и острые вредняшки... ммм... Это моя большая слабость и любовь 💛
Чуть меньше года назад я стала периодически захаживать в стремительно открывающиеся бургерные нашего города с целью найти свой идеальный бургер 😊
Мой личный рейтинг выглядит так (от лучшего к худшему)
🍔Spot & Choo`s Burgers
🍔Burger Records
🍔Упечи бородачи
🍔Moo Crew
🍔Jack`s Burger
🍔The Chops
🍔МясоROOB

И вот если честно, между первым и вторым местом я бы сделала отрыв в 100500 очков... И вроде есть идеальный бургер, вот только в Академ, хоть и искренне любимый, за бургером не наездишься😂

Спасите мою бургерную душу, сдайте пароли-явки, куда бы сходить, чтобы вот прямо душевно схомячить хрустящую булочку с сочной говяжьей котлетой и ещё какими-нибудь ништячками😎

#гдебыпоесть #nsk #nsk54 #burger #бургер #summer #2017"
113,гдебыпоесть,51716654,BWUe0NPHpwU,36,0,"Как все быстро меняется, а ведь здесь был ЖанЖак, но Далласский клуб покупателей в виде бургера очень даже был на уровне. Уютное в общем место и библиотека имеется)))#знайилюбисвойгород#мыженаты#кудапойтикудаподаться#наулицемаратаясчастливбылкогдато#нескучныйвечер#goodevening#sainpetersberg#даниилхармс#гдебыпоесть"
114,гдебыпоесть,4356006157,BWKs8zmHmNI,31,0,"Нам очень понравился вокзал в Пензе! Современное красивое здание, уютные кафе и вкусное пиво!

Вообще, рассчитывая на романтику путешествия на поезде, слегка все-таки переборщили.... 2ночи -это перебор!

При этом хочу выразить глубокую благодарность всем тем,кто решил, что самолетом -это лучше!!! Дело в том, что в нашем вагоне пассажиры ехали всего в двух купе! Остальное было свободно!
Поэтому ехали мы ну очень просторно. 
Правда все равно в следующий раз выберу только самолет!
Летайте самолетами аэрофлота!!! Это тесно,не очень удобно, но быстро!
#вокзалы
#гдебыпоесть
#пенза
#бедныеродственнички"
115,гдебыпоесть,4915888012,BV6hK33DTQt,31,0,"‼️Советуем вам обязательно посетить нашу сауну ‼️
👆Бронируем сауну заранее, не меньше чем за сутки в кафе ""Балтика""👆
😍Огромный бассейн😍
⭐️Шикарная парилка⭐️
❤️И это все только для вас ❤️
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
116,гдебыпоесть,4915888012,BV3sYkiDsf7,36,2,"🙈Самая вкусная пицца в Уральске🙈
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
117,гдебыпоесть,4915888012,BV3rMIIDv8m,29,1,"😍Филадельфия сет😍
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
118,гдебыпоесть,4915888012,BV0GmLvDrzh,32,0,"😍Легкий салат из семги😍
⭐️Просто вкуснятина ⭐️
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
119,гдебыпоесть,4915888012,BV0GGpwDPq7,23,1,"✴️3 желания ✴️
💕Баранина с жареным картофелем плюс соус💕
‼️Попробовав нашу кухню однажды вы захотите прийти к нам снова‼️
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
120,гдебыпоесть,4915888012,BVgo_3Nj5BG,34,3,"✴️Приходите попробовать нашу вкусную пиццу✴️
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
121,гдебыпоесть,279380717,BVbiOHhg8gJ,29,2,"Приезжаешь в клинику на Бауманской сдавать анализы натощак, предвкушая как потом вкусно и #спеша позавтракаешь, ибо еще дела. А все кафе с 10. И ты бегаешь и ищешь #гдебыпоесть в итоге - ты находишь #муму и ждешь под дверью открытия. #бодроеутро @doctor_krasota возможно мечта спускаться в кафе и завтракать может разбиться о часы работы кафе 🙄"
122,гдебыпоесть,2175421727,BVNRiYdHHZ2,24,0,"Господи, спасибо, что ты создал мир, а в нем бургеры! 
Храни неиссякаемым потоком клиентов ,, В мясо ,,!(Ярославль)

Да прибудет вечно с вами тоже качество, высокий менеджмент и красивые мальчики.

Веганы, жертвы липосакций, бургеропротестанты, по адресу: Ярославль, улица Кирова принимают в адепты говяжьего стейка. Без вариантов! Вы смените веру😀 
Методом приложения об язык, кусочек говяжьей котлеты снимает порчу и с 8 до 23, семь дней в неделю дает испытать оргазм не изменяя партнёру.

Спасибо ребята за ,,дневной дожор,,!
За веселую ,,сладкую водичку,,.
За качество работы всего персонала!
(Я то знаю, начальник бьет вас ночью по щекам тухлой селедкой)

#ам_текст #вмясо #бургеры #Ярославль #гдебыпоесть"
123,гдебыпоесть,4915888012,BU1BhN0jaX1,17,1,"💕Наши довольные посетители 💕
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
124,гдебыпоесть,4915888012,BUpUWhGDxSa,22,1,"‼️Самый выгодный и огромный сет  это 🔹""Японский ветерок""🔹
👆 заказов его мы подарим вам подарки👆
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
125,гдебыпоесть,4915888012,BUkPRIsDpKZ,41,4,"💕Обязательно попробуйте наши суши роллы запеченые на специальной печке💕
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
126,гдебыпоесть,4915888012,BUkOwWcD5Ay,30,1,"✴️Новое фирменное блюдо ""3 ЖЕЛАНИЯ"". ✴️
Баранина с жареным картофелем и горчично-фруктовым соусом ⭐️⭐️⭐️
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
127,гдебыпоесть,4915888012,BUkJR8YDjLA,26,1,"🔹Вы можете оценить высокое качество наших продуктов , попробовав пять видов пиццы 🔹
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
128,гдебыпоесть,4915888012,BUZHp5yjjfT,29,0,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
129,гдебыпоесть,4915888012,BUZHjJkDaR0,19,0,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
130,гдебыпоесть,1073126645,BUV369dh7K8,69,0,#сайнбайна #в5утра #иркутск #уланудэ #чита #россия #байкал #движениежизнь #выходные #дорога #дуракиидороги #гдебыпоесть #бельдяжки #друзья
131,гдебыпоесть,1073126645,BUVUhfxhI5z,48,1,Доброго утра🙂 и счастливого пути! #в5утра #иркутск #уланудэ #чита #россия #байкал #движениежизнь #выходные #дорога #дуракиидороги #гдебыпоесть #бельдяжки #друзья
132,гдебыпоесть,4915888012,BTuX-Zrj5qg,40,1,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
133,гдебыпоесть,4915888012,BTuX0KTDyi5,28,0,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
134,гдебыпоесть,1463004180,BTKYNXyDRTz,33,0,Ржаная @new.fire и много не просто слов☀️ #лизаберетвсевсвоируки #этогонет #итоготоже #менясобьетмашинаатыберинасебякапли #волшебныйфлажок #туалетдляромантиков #гдебыпоесть #шикарныеназвания
135,гдебыпоесть,4915888012,BTJuTWfjNxo,20,2,"Суши шале
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
136,гдебыпоесть,4915888012,BTFyAsJDvIZ,36,2,"Сосиски с прожаристым фри
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
137,гдебыпоесть,4915888012,BTDbHm-D6jE,24,0,"Классический сет
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
138,гдебыпоесть,4915888012,BTDajBDjU1_,28,0,"Сет из запеченных роллов
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
139,гдебыпоесть,4915888012,BTB95PgDU2c,17,0,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
140,гдебыпоесть,4915888012,BTB84Eaj-Zg,19,0,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
141,гдебыпоесть,4915888012,BTB8dEqjRcb,13,0,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
142,гдебыпоесть,4915888012,BTB7KFUDdw0,15,0,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
143,гдебыпоесть,4915888012,BTB7E7NDWnA,17,0,"Собака - друг человека 
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
144,гдебыпоесть,4915888012,BTB62Dfjy8j,11,0,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
145,гдебыпоесть,4915888012,BTB6xPxjXyF,7,0,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
146,гдебыпоесть,4915888012,BTB6uLEjKwb,4,0,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
147,гдебыпоесть,4915888012,BTB6pehDreS,4,0,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
148,гдебыпоесть,4915888012,BTB6eGRjrAR,8,0,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
149,гдебыпоесть,4915888012,BTB52wijXj7,4,0,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
150,гдебыпоесть,4915888012,BTB5zR0jsZk,5,0,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
151,гдебыпоесть,4915888012,BTB5c2BDIlZ,7,0,"Честь
Отвага 
Мужество 
Три признака алкогольного опьянения...
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
152,гдебыпоесть,4915888012,BTB3q4UDfzs,6,0,"В наших барах найдётся на любого любителя алкоголя ассортимент!
#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию"
153,гдебыпоесть,4915888012,BTB3TcljVah,7,0,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
154,гдебыпоесть,4915888012,BTB3GTPDHdM,8,1,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
155,гдебыпоесть,4915888012,BTB3DvTDwyS,3,0,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
156,гдебыпоесть,4915888012,BTBqkp3Dyyw,8,1,#Балтика#Уральск#уральсккафе#еда#вкуснопоесть#уют#сушисдоставкой#пицца#рыбныеблюда#деликатесы#морепродукты#пиво#гдебыпоесть#вкусно#накомпанию
157,гдебыпоесть,3961974457,BSGvTxZjaJJ,17,0,#гдебыпоесть#вечер#суббота#базель
158,гдебыпоесть,2227879714,BQ3iXK-lzSW,230,4,"Это больше, чем любовь ❤️ #saintpetersburg#23февраля#гулятьтакгулять#гдебыпоесть"
159,гдебыпоесть,219675685,mqs13SCrrx,2,0,"Кто же не любит знаменитое итальянское джелато, оно же gelato. Настоящее и действительно вкусное мороженое нужно искать в подобном заведении, которое  называется в буквальном переводе - ремесленная мастерская. Таким названием итальянцы подчеркивают, что продукты, которые используются для приготовления  мороженого, почти что домашние, но обязательно высокого качества; что в их мастерской вам предложат что-то не заурядное и за всем изобилием вкусов стоит огромная работа и задумка мастера, который никогда не забывает и про итальянские кулинарные традиции. Делать мороженое для итальянцев - это почти искусство! #gelato #мороженое #итальянскоемороженое #laromana #roma #гдебыпоесть #люблюрим #люблюиталию #рим #италия #pollyinrome #roma #gelaterialaromana"
160,гдебыпоесть,183000081,BQ2Z8ucAJIv,150,7,Подмосковные путешествия #хочудомой #гдебыпоесть #вкуснопоестьэтоглавное #иещенемногопоспать
